Overall Qual,Gr Liv Area,Garage Cars,Total Bsmt SF,Year Built,Full Bath,Year Remod/Add,Fireplaces,Neighborhood,SalePrice
3,1588,0.0,448.0,1949,2,1992,0,OldTown,65000
7,3493,3.0,1470.0,1880,3,2002,1,OldTown,295000
5,1627,2.0,797.0,1900,2,2006,0,OldTown,139500
5,1416,3.0,876.0,1915,1,1950,1,OldTown,153900
7,1450,1.0,624.0,1920,1,1965,0,OldTown,132000
5,1344,3.0,624.0,1916,1,1950,0,OldTown,98000
5,1017,1.0,346.0,1900,1,2003,0,OldTown,114000
5,2350,2.0,973.0,1920,2,1960,0,OldTown,130000
6,2058,2.0,735.0,1917,1,1950,1,OldTown,129500
5,1540,0.0,572.0,1905,1,2005,0,OldTown,129400
7,1378,2.0,689.0,1928,2,2005,1,OldTown,161000
6,1912,2.0,482.0,1905,2,2000,1,OldTown,163000
6,1484,0.0,742.0,1914,2,2001,1,OldTown,128000
8,2358,0.0,684.0,1872,2,1987,0,OldTown,122000
7,1111,1.0,572.0,1926,1,1950,1,OldTown,116900
10,2775,2.0,1237.0,1893,3,2000,1,OldTown,325000
2,1086,2.0,723.0,1920,1,1950,0,OldTown,55000
7,2495,2.0,1313.0,1890,2,1999,1,OldTown,184000
5,984,1.0,984.0,1959,1,1959,0,OldTown,110000
5,1795,1.0,1050.0,1954,2,1954,0,OldTown,131500
5,882,1.0,0.0,1956,1,1956,0,OldTown,97000
4,1093,1.0,869.0,1958,1,2006,0,OldTown,115500
5,1143,1.0,1008.0,1928,1,1983,1,BrkSide,138000
7,1668,1.0,672.0,1945,1,1950,0,BrkSide,108000
5,935,1.0,742.0,1930,1,1960,0,BrkSide,79500
5,1738,1.0,1024.0,1935,2,1950,1,BrkSide,153000
5,784,0.0,784.0,1924,1,1950,0,BrkSide,109500
5,1210,1.0,672.0,1941,1,2006,0,BrkSide,124000
6,1290,1.0,554.0,1900,1,2000,0,BrkSide,106900
6,1672,1.0,981.0,1940,1,1989,1,BrkSide,164900
5,949,2.0,949.0,1924,1,2003,1,BrkSide,119000
6,1158,1.0,862.0,1929,1,1950,1,BrkSide,120000
6,1497,1.0,825.0,1937,2,2000,0,BrkSide,157000
6,1342,1.0,739.0,1939,2,1950,1,BrkSide,105000
6,1013,1.0,992.0,1926,1,1950,0,BrkSide,113000
5,1216,1.0,565.0,1920,1,1997,1,BrkSide,115000
4,896,1.0,,1946,1,1950,0,BrkSide,79000
4,1136,1.0,704.0,1929,1,1950,0,BrkSide,123000
5,808,1.0,0.0,1945,1,1995,0,BrkSide,81300
5,1573,2.0,1078.0,1930,2,1992,1,BrkSide,162900
7,2009,2.0,989.0,1939,2,1950,1,BrkSide,150000
5,1902,2.0,1100.0,1923,2,1950,0,OldTown,123500
7,1774,2.0,952.0,1931,2,1950,2,OldTown,129900
6,1362,2.0,611.0,1920,2,1999,0,BrkSide,128000
4,520,1.0,520.0,1927,1,1950,0,BrkSide,68500
5,1285,1.0,672.0,1948,1,2001,0,BrkSide,127000
6,1848,2.0,833.0,1923,1,2000,1,BrkSide,207000
7,1820,1.0,1026.0,1925,2,1950,0,BrkSide,184000
6,1716,2.0,810.0,1915,2,2004,0,BrkSide,162500
5,1505,1.0,883.0,1940,1,1982,0,BrkSide,145000
6,838,1.0,816.0,1918,1,2000,0,BrkSide,130000
6,1984,1.0,1242.0,1910,2,1983,0,OldTown,160000
8,1666,1.0,588.0,1925,1,1996,1,OldTown,161000
6,1609,1.0,796.0,1910,1,1950,0,OldTown,127500
6,768,2.0,768.0,1930,1,1950,0,IDOTRR,93850
6,1536,1.0,768.0,1952,1,1952,0,IDOTRR,136000
6,1969,2.0,1272.0,1938,2,1958,1,IDOTRR,141000
5,1308,2.0,880.0,1915,2,1978,0,IDOTRR,120000
6,1040,2.0,1040.0,1925,1,1992,0,IDOTRR,127500
6,1236,1.0,768.0,1925,2,1950,1,IDOTRR,127000
6,1406,0.0,319.0,1920,1,1950,0,IDOTRR,89500
5,825,2.0,825.0,1955,1,1995,0,OldTown,125000
6,1198,0.0,901.0,1920,1,1998,0,OldTown,79900
5,759,2.0,451.0,1912,1,1991,0,IDOTRR,85000
3,1344,0.0,536.0,1915,2,1950,0,IDOTRR,82375
6,1469,1.0,756.0,1906,1,1995,0,IDOTRR,135000
5,1054,1.0,1046.0,1947,1,1993,0,Sawyer,124000
5,1211,1.0,952.0,1968,1,1968,1,Sawyer,134000
5,1271,1.0,720.0,1948,2,1950,1,Sawyer,135000
4,1588,2.0,0.0,1959,2,1959,1,ClearCr,134432
5,1355,0.0,644.0,1940,2,1999,0,Edwards,127500
5,1075,2.0,981.0,1963,1,1963,0,Sawyer,148000
5,1040,1.0,1040.0,1965,1,1965,0,Sawyer,129500
6,1096,2.0,1008.0,1978,1,1978,1,Sawyer,157500
5,904,1.0,876.0,1966,1,1966,0,Sawyer,109900
5,992,1.0,992.0,1967,1,2005,0,Sawyer,145000
5,894,2.0,894.0,1967,1,2003,0,Sawyer,130000
6,1034,2.0,450.0,1978,1,1978,1,Sawyer,153000
5,1073,1.0,1073.0,1967,1,1967,0,Sawyer,120000
5,1126,2.0,1060.0,1984,1,1984,0,Sawyer,152000
4,1258,2.0,1198.0,1969,0,1969,0,Sawyer,108959
5,1140,2.0,1300.0,1920,1,1950,0,Sawyer,95541
5,1006,0.0,1006.0,1959,1,1959,0,Sawyer,80000
5,1228,1.0,1228.0,1966,1,2006,0,Sawyer,149350
5,960,1.0,960.0,1963,1,2003,0,Sawyer,144900
6,1188,2.0,988.0,1956,1,1956,1,Sawyer,185000
5,1383,1.0,1383.0,1954,1,1954,1,Sawyer,165000
6,1252,2.0,1602.0,1960,1,1975,1,ClearCr,235000
5,1601,1.0,533.0,1958,1,1987,0,Sawyer,140000
5,672,1.0,672.0,1940,1,1997,0,Sawyer,108000
5,1721,2.0,988.0,1960,2,1960,2,ClearCr,145000
5,1350,3.0,576.0,1941,1,1973,0,Sawyer,152400
5,904,3.0,864.0,1970,1,1970,0,Sawyer,144000
6,1291,2.0,1291.0,1996,1,1997,1,ClearCr,173000
7,2022,2.0,1160.0,1977,2,1977,1,ClearCr,192000
7,1524,2.0,1524.0,1979,2,1979,2,ClearCr,245000
7,1363,2.0,1385.0,1954,1,2005,2,ClearCr,241500
4,1663,2.0,1364.0,1954,1,1994,2,ClearCr,256000
6,1357,1.0,1019.0,1959,1,2006,1,Edwards,177000
7,1079,1.0,570.0,1948,1,1950,1,Edwards,125600
6,1094,2.0,1094.0,1953,1,1953,2,Edwards,155000
6,2358,2.0,907.0,1908,3,1997,1,ClearCr,240000
5,1518,0.0,1580.0,1940,1,2007,2,Edwards,260000
6,1674,2.0,1163.0,1918,2,1950,1,Edwards,185000
6,2108,2.0,1127.0,1935,2,1986,2,Edwards,235000
5,1509,1.0,1509.0,1956,1,1956,1,Edwards,159900
5,864,0.0,864.0,1975,1,1975,0,Edwards,99600
6,1269,1.0,621.0,1962,1,2001,0,Edwards,134500
5,1367,1.0,861.0,1900,1,1950,0,Edwards,119000
5,1347,0.0,1117.0,1910,1,1991,0,Edwards,107500
5,1164,1.0,1164.0,1950,1,1950,0,Edwards,125000
6,1096,0.0,572.0,1924,1,1950,0,Edwards,79000
5,1111,1.0,616.0,1941,1,1950,0,Edwards,95000
7,2329,2.0,1475.0,1990,2,1990,1,SawyerW,262280
6,2814,2.0,1077.0,1995,2,2002,1,SawyerW,260000
7,1626,2.0,1602.0,1994,2,1994,1,SawyerW,226500
7,2200,2.0,812.0,1993,2,1994,1,SawyerW,225000
7,2037,2.0,672.0,1996,2,1996,1,SawyerW,229000
7,1356,2.0,628.0,2007,2,2007,1,CollgCr,177439
8,1615,3.0,1615.0,2007,2,2007,1,CollgCr,248500
9,2276,3.0,2271.0,2008,2,2008,2,CollgCr,475000
9,1766,3.0,1751.0,2008,2,2008,2,CollgCr,395039
7,2097,3.0,1080.0,1993,2,1993,1,SawyerW,228000
8,1511,3.0,1401.0,1995,2,1995,1,SawyerW,225000
6,1643,2.0,1182.0,1966,2,1966,1,ClearCr,195000
6,1688,2.0,616.0,1997,2,1997,0,ClearCr,200000
5,990,2.0,990.0,1994,1,1994,0,CollgCr,155000
5,1099,1.0,1099.0,1995,1,2006,0,CollgCr,144000
5,990,2.0,990.0,1994,1,1995,0,CollgCr,145000
7,1418,2.0,1418.0,1997,2,1998,1,CollgCr,226001
6,1771,2.0,864.0,1997,2,1997,0,CollgCr,215700
7,1652,2.0,782.0,2000,2,2000,0,CollgCr,207500
7,1790,2.0,873.0,1999,2,1999,0,CollgCr,193000
7,1724,2.0,880.0,1998,2,1999,0,CollgCr,188000
7,1479,2.0,1468.0,1999,2,2000,0,CollgCr,191000
7,1494,2.0,1494.0,2002,2,2002,1,CollgCr,221000
7,1792,2.0,963.0,2001,2,2001,1,CollgCr,231500
7,1823,2.0,928.0,2000,2,2001,0,CollgCr,235000
7,1786,2.0,920.0,2001,2,2002,1,CollgCr,223500
5,938,1.0,938.0,1975,1,1980,0,CollgCr,130250
5,985,1.0,985.0,1977,2,1977,0,CollgCr,149900
5,1174,2.0,864.0,1978,1,1978,0,CollgCr,158000
6,1026,2.0,940.0,1978,1,1978,0,CollgCr,147000
5,1076,2.0,1076.0,1975,1,1975,1,CollgCr,143195
5,1558,2.0,864.0,1975,2,2001,0,CollgCr,163000
5,924,1.0,924.0,1975,1,1975,0,CollgCr,110000
5,864,1.0,864.0,1972,1,1972,0,CollgCr,127000
5,780,1.0,780.0,1972,1,1972,0,CollgCr,124900
8,1795,2.0,1777.0,2002,2,2002,1,CollgCr,230000
8,2031,2.0,1128.0,2002,2,2002,1,CollgCr,237000
7,1865,3.0,992.0,2000,2,2000,1,CollgCr,235000
7,2161,2.0,1257.0,2001,2,2001,1,CollgCr,230500
8,1852,3.0,1004.0,1999,2,2000,2,CollgCr,230000
7,2031,2.0,1153.0,1998,2,1999,1,CollgCr,222500
8,2263,2.0,1055.0,2001,2,2002,1,CollgCr,287000
9,1947,3.0,1357.0,2001,2,2002,1,CollgCr,274000
8,1786,3.0,1778.0,2002,2,2003,1,CollgCr,300000
8,2290,2.0,1128.0,2002,2,2002,1,CollgCr,255900
7,1768,2.0,884.0,2003,2,2003,0,CollgCr,224900
7,2327,2.0,1129.0,2003,2,2003,1,CollgCr,240000
7,1640,2.0,798.0,2003,2,2003,0,CollgCr,183000
8,1764,2.0,850.0,1999,2,2000,1,CollgCr,207000
7,1908,2.0,915.0,1994,2,1995,1,CollgCr,210000
6,848,2.0,848.0,2003,1,2003,0,CollgCr,136500
6,848,2.0,848.0,2004,1,2004,0,CollgCr,145000
6,1493,2.0,1478.0,1997,2,1998,1,CollgCr,208900
6,1838,3.0,1838.0,1997,2,1998,0,CollgCr,185000
7,1536,2.0,1536.0,2002,2,2003,0,CollgCr,214000
7,1710,2.0,856.0,2003,2,2003,0,CollgCr,208500
7,1445,2.0,1445.0,2004,2,2004,0,CollgCr,186500
7,1436,2.0,1436.0,2004,2,2004,0,CollgCr,210000
7,1582,2.0,770.0,2004,2,2004,0,CollgCr,185900
8,1234,2.0,1234.0,2007,2,2007,0,CollgCr,179900
7,1564,3.0,1564.0,2007,2,2007,0,CollgCr,218836
7,1361,2.0,1351.0,2007,2,2007,0,CollgCr,193000
7,1456,2.0,728.0,2005,2,2005,1,CollgCr,189000
6,848,2.0,848.0,2004,1,2004,1,CollgCr,149300
6,848,2.0,848.0,2004,1,2004,1,CollgCr,141000
6,848,2.0,848.0,2004,1,2004,1,CollgCr,149000
6,848,2.0,848.0,2004,1,2004,1,CollgCr,144500
5,796,0.0,796.0,1910,1,1950,0,Edwards,85000
5,2200,0.0,1272.0,1900,2,2003,0,Edwards,145900
5,1092,1.0,1092.0,1966,1,1966,0,Edwards,123000
5,1256,1.0,1256.0,1965,1,1965,0,Edwards,147500
5,1033,2.0,456.0,1976,1,1976,0,Edwards,165000
6,1127,2.0,1127.0,1976,1,1976,1,Edwards,135000
5,996,0.0,996.0,1940,1,1969,1,Edwards,108000
4,1181,2.0,1138.0,1972,2,1972,0,Edwards,137500
7,1656,2.0,746.0,2003,2,2004,1,Edwards,165400
6,1117,2.0,1029.0,1977,1,1977,1,Edwards,147000
6,1398,2.0,684.0,1976,1,2001,1,Edwards,160500
4,1132,2.0,1132.0,2005,1,2005,0,Edwards,176000
5,3820,2.0,0.0,1959,3,1996,2,Edwards,284700
10,5642,2.0,6110.0,2008,2,2008,3,Edwards,160000
6,1072,2.0,547.0,2005,1,2005,0,Edwards,148000
4,1152,0.0,0.0,1955,2,1955,0,Edwards,82000
4,1152,0.0,0.0,1955,2,1955,0,Edwards,82000
4,1440,0.0,1440.0,1955,2,1955,0,Edwards,118000
4,1152,0.0,0.0,1955,2,1955,0,Edwards,82500
4,784,0.0,784.0,1955,1,1955,0,Edwards,91900
5,1053,0.0,585.0,1938,1,2007,0,Edwards,120000
5,1137,0.0,0.0,1947,1,1993,0,Edwards,96000
4,930,1.0,911.0,1953,1,1953,0,Edwards,99000
5,1200,1.0,768.0,1946,1,1995,0,Edwards,130500
4,1470,1.0,941.0,1954,2,1972,0,Edwards,135000
5,1393,1.0,816.0,1955,1,1955,0,Edwards,135500
4,1204,1.0,416.0,1954,1,1954,0,Edwards,100000
4,1292,1.0,949.0,1923,1,2008,0,Edwards,108000
5,864,0.0,864.0,1925,1,1950,0,Edwards,98000
3,864,0.0,864.0,1914,1,1950,0,Edwards,67000
5,1716,0.0,780.0,1912,2,2000,0,SWISU,135900
6,1482,1.0,672.0,1925,2,1950,0,SWISU,140000
5,2192,1.0,720.0,1939,2,1997,1,SWISU,179500
6,1694,2.0,1181.0,1925,2,1950,1,SWISU,136500
7,1424,1.0,1228.0,1921,2,1950,1,SWISU,168000
5,1964,0.0,940.0,1911,1,1950,0,SWISU,130000
5,2601,2.0,612.0,1921,3,1998,0,SWISU,189000
6,1920,2.0,960.0,1930,2,1950,2,SWISU,161900
6,1316,1.0,644.0,1926,1,1950,1,Crawfor,145000
6,2555,2.0,588.0,1922,2,1994,1,Crawfor,191000
6,1680,1.0,840.0,1915,2,1976,0,Crawfor,177000
6,1264,2.0,676.0,1914,1,1995,0,Crawfor,147500
6,790,1.0,768.0,1930,1,1950,0,SWISU,91000
8,1512,1.0,798.0,1925,2,1997,1,Crawfor,231000
6,1639,1.0,1064.0,1936,1,1950,0,SWISU,115000
6,1603,2.0,784.0,1923,1,1950,1,Crawfor,138000
7,1502,1.0,776.0,1931,1,2000,1,Crawfor,149000
6,1660,1.0,715.0,1934,1,1995,1,Crawfor,188700
5,1938,1.0,942.0,1937,2,1995,1,Crawfor,198000
5,1374,1.0,884.0,1938,1,1950,0,Crawfor,110000
6,1091,1.0,1091.0,1951,1,1951,1,Crawfor,104000
8,1873,2.0,608.0,1935,1,1950,2,Crawfor,257076
8,3447,3.0,728.0,1935,3,1997,2,Crawfor,381000
7,1954,2.0,798.0,1939,1,2006,2,Crawfor,311500
7,2161,2.0,832.0,1950,2,2000,2,Crawfor,263400
5,1898,2.0,1898.0,1956,2,1956,2,Crawfor,236500
6,1640,2.0,1296.0,1954,1,2006,1,Crawfor,224000
6,1032,2.0,516.0,1980,1,1980,1,Blueste,116500
6,1556,2.0,716.0,1980,2,1980,1,Blueste,151000
6,919,1.0,894.0,1926,1,1998,0,IDOTRR,126000
6,1090,1.0,720.0,1940,1,2006,0,IDOTRR,120000
4,796,0.0,796.0,1922,1,1950,0,IDOTRR,55000
6,816,1.0,816.0,1930,1,2007,0,IDOTRR,120500
5,778,1.0,740.0,1940,1,1955,1,IDOTRR,120500
5,1200,0.0,780.0,1930,1,1950,0,IDOTRR,119000
5,1656,1.0,624.0,1967,1,1967,1,IDOTRR,126000
5,912,1.0,520.0,1930,1,1995,0,IDOTRR,99500
5,1955,1.0,1151.0,1958,2,1958,0,IDOTRR,165500
1,733,2.0,0.0,1952,1,1952,0,IDOTRR,13100
4,1361,1.0,173.0,1895,1,1950,0,IDOTRR,89000
4,1317,1.0,649.0,1920,1,1950,0,IDOTRR,40000
4,1049,1.0,356.0,1910,1,2000,0,IDOTRR,80900
3,894,3.0,894.0,1935,1,1950,0,IDOTRR,81000
4,864,1.0,592.0,1920,1,1950,0,IDOTRR,65000
8,1652,2.0,1600.0,2008,2,2008,1,Crawfor,392500
8,1648,2.0,1596.0,2007,2,2008,1,Crawfor,294464
7,1646,2.0,1594.0,2004,2,2005,1,Crawfor,250000
8,1646,2.0,1594.0,2004,2,2005,1,Crawfor,275000
7,2032,3.0,1840.0,1996,3,1997,0,Mitchel,300000
8,1689,3.0,1568.0,2002,2,2002,2,Mitchel,271000
7,1820,3.0,910.0,1996,2,1997,1,Mitchel,213000
6,1118,1.0,1096.0,1977,1,1977,1,Mitchel,171000
6,1279,2.0,1196.0,1977,2,1977,2,Mitchel,171500
5,1872,2.0,0.0,1976,2,1976,0,Mitchel,100000
4,1689,2.0,1680.0,1991,2,1991,1,Mitchel,228500
5,1786,2.0,1499.0,1965,2,1965,2,Timber,228950
7,1501,2.0,1277.0,1986,2,1986,1,Timber,241500
8,2898,2.0,1565.0,1976,2,1976,1,Timber,287000
8,1537,3.0,1518.0,2006,2,2007,0,Timber,294000
8,1646,3.0,1638.0,2007,2,2008,1,Timber,293077
8,1780,2.0,920.0,2007,2,2007,1,Timber,264966
5,1442,2.0,352.0,2006,2,2007,0,Timber,172500
5,1394,2.0,384.0,2006,2,2007,0,Timber,167500
7,1612,3.0,796.0,2008,2,2008,0,Timber,218689
6,1495,2.0,1495.0,1989,2,1989,1,Timber,150000
6,1651,2.0,1606.0,1986,2,1986,1,Timber,184000
6,1256,2.0,1256.0,1986,2,1986,1,Timber,180000
6,1509,2.0,1461.0,1988,2,1989,1,Timber,175000
8,1440,2.0,1432.0,2003,2,2003,1,Timber,232500
6,1675,2.0,1666.0,1999,2,2000,0,Timber,195000
8,2262,3.0,1482.0,2003,2,2003,2,Timber,305000
8,1728,2.0,1884.0,2007,2,2007,1,Timber,298751
8,1964,3.0,1964.0,2005,2,2006,1,Timber,370000
7,1344,4.0,1344.0,1997,2,1998,0,Mitchel,209200
7,1344,4.0,1344.0,1997,2,1998,0,Mitchel,206300
5,1092,0.0,1092.0,2007,1,2008,0,Mitchel,146000
6,1189,2.0,1189.0,1997,2,1997,0,Mitchel,160500
4,1200,3.0,1200.0,1964,1,1964,0,Mitchel,173000
5,1040,2.0,1040.0,1975,1,1975,0,MeadowV,124000
5,1304,1.0,264.0,1976,1,1976,1,MeadowV,115000
5,1475,1.0,550.0,1976,2,1976,1,MeadowV,129500
4,988,1.0,526.0,1973,1,2006,0,MeadowV,105000
4,988,1.0,462.0,1973,1,1973,1,MeadowV,94900
5,1160,1.0,1113.0,1968,1,1968,0,Mitchel,152500
6,1092,0.0,546.0,1970,2,2007,0,MeadowV,98000
4,630,0.0,630.0,1972,1,1972,0,MeadowV,81000
5,988,2.0,988.0,1954,1,1954,0,Mitchel,113000
5,816,1.0,816.0,1983,1,1983,0,Mitchel,128500
5,923,1.0,876.0,1984,1,1985,0,Mitchel,119500
5,816,1.0,816.0,1982,1,2008,1,Mitchel,130500
5,816,2.0,816.0,1982,1,2003,0,Mitchel,138000
5,845,1.0,845.0,1982,1,2005,0,Mitchel,134500
6,1750,1.0,983.0,1940,2,1985,0,Mitchel,160000
5,889,2.0,864.0,1984,1,1984,0,Mitchel,137500
5,1968,2.0,784.0,1969,2,1969,1,Mitchel,172000
5,1836,1.0,686.0,1900,2,1950,0,IDOTRR,103000
6,1587,2.0,1587.0,1971,2,1971,1,NAmes,167300
7,1277,2.0,1277.0,1970,1,1970,1,NAmes,167000
7,2223,2.0,2223.0,1973,2,1973,2,NAmes,244000
8,2217,2.0,2217.0,1970,2,1970,1,NAmes,268000
7,1733,2.0,847.0,2003,2,2003,1,Gilbert,225000
6,1572,2.0,806.0,1995,2,1996,1,Gilbert,168000
6,1470,2.0,794.0,1997,2,1997,0,Gilbert,177000
6,1600,2.0,916.0,1997,2,1997,1,Gilbert,169000
6,1384,2.0,384.0,1997,2,1997,1,Gilbert,161500
8,1652,2.0,1494.0,2000,2,2000,0,StoneBr,251000
6,1694,2.0,392.0,1994,2,1994,1,Gilbert,160000
6,1714,2.0,923.0,1999,2,2000,1,Gilbert,180000
7,1553,2.0,691.0,1996,2,1996,0,Gilbert,178750
7,1253,2.0,1237.0,1995,2,1996,1,Gilbert,176000
6,2299,2.0,938.0,1999,3,2003,1,Gilbert,204000
7,1187,2.0,1168.0,1992,2,1993,0,Gilbert,160000
7,1472,2.0,384.0,1991,2,1992,1,Gilbert,160000
7,1482,2.0,384.0,1992,2,1992,1,Gilbert,163900
6,1642,2.0,903.0,1993,2,1994,1,Gilbert,168000
6,1128,2.0,1302.0,1964,1,1964,1,Gilbert,154204
8,1088,2.0,1074.0,1986,1,1986,0,StoneBr,170000
7,2090,2.0,1190.0,1984,2,1984,1,StoneBr,207500
8,1179,2.0,1166.0,1988,2,1988,0,StoneBr,182000
8,1321,2.0,1312.0,1990,1,1990,1,StoneBr,212000
9,1922,3.0,1922.0,2005,2,2006,1,StoneBr,377426
8,2541,3.0,1149.0,2005,3,2005,1,StoneBr,349265
9,2338,3.0,2660.0,2006,2,2007,2,StoneBr,591587
5,1424,3.0,1100.0,1969,1,1990,0,Gilbert,155000
9,1612,2.0,1612.0,2006,2,2006,1,StoneBr,319900
8,1419,2.0,1419.0,2007,2,2007,1,StoneBr,392000
8,2234,2.0,2220.0,2006,1,2006,1,StoneBr,441929
10,2042,3.0,1742.0,2006,2,2007,1,StoneBr,455000
6,1440,2.0,1440.0,1981,2,1981,1,NWAmes,182900
6,1284,2.0,1284.0,1984,2,1984,0,NWAmes,174000
6,1868,2.0,585.0,1984,3,2003,1,NWAmes,178000
7,1479,2.0,725.0,1981,2,2003,1,NWAmes,176000
7,1664,2.0,1529.0,1978,2,1985,1,NWAmes,213000
7,1930,2.0,780.0,1979,2,1979,1,NWAmes,192000
7,1969,2.0,808.0,1977,2,1977,1,NWAmes,190000
6,2030,2.0,848.0,1976,2,1976,1,NWAmes,195000
6,1032,2.0,1032.0,1978,2,1978,1,NWAmes,148000
6,1177,2.0,1153.0,1984,2,1984,0,NWAmes,151500
7,1725,2.0,539.0,1979,2,1979,1,NWAmes,197000
6,1353,2.0,1259.0,1979,2,1999,1,NWAmes,192350
5,1620,2.0,780.0,1969,2,1969,0,NWAmes,152000
6,1220,2.0,1625.0,1971,2,1971,1,NWAmes,170000
5,1484,2.0,1484.0,1971,2,1971,1,NWAmes,175000
6,1743,2.0,702.0,1968,1,1968,1,NWAmes,175000
7,1935,2.0,793.0,1976,2,1976,1,NWAmes,197900
7,1324,2.0,1228.0,1976,2,1976,1,NWAmes,174000
6,1877,2.0,1084.0,1974,2,1974,1,NWAmes,178900
5,1109,1.0,372.0,1971,1,2005,0,NAmes,139000
6,981,2.0,981.0,1971,1,1971,0,NAmes,143250
7,1479,2.0,725.0,1972,1,2004,0,NAmes,184000
5,1422,2.0,925.0,1970,1,1990,0,NAmes,155000
5,914,1.0,914.0,1970,1,2002,0,NAmes,133000
5,950,1.0,950.0,1971,1,1971,0,NAmes,119500
4,872,4.0,858.0,1971,1,1971,0,NAmes,123000
4,858,1.0,858.0,1971,1,1971,0,NAmes,110000
4,914,1.0,914.0,1961,1,1961,0,NAmes,128000
4,864,2.0,864.0,1971,1,1971,0,NAmes,120500
7,767,1.0,723.0,1998,1,1998,0,NAmes,133000
6,1337,2.0,1337.0,2001,2,2001,1,NAmes,155000
6,1337,2.0,1405.0,1997,2,1998,1,NAmes,177000
6,1092,1.0,525.0,1973,1,1973,0,BrDale,113500
6,1218,1.0,672.0,1973,1,1973,0,BrDale,113000
6,1218,1.0,672.0,1973,1,1973,0,BrDale,113700
5,1302,2.0,630.0,1970,2,1970,0,BrDale,106000
5,1365,2.0,765.0,1971,1,1971,0,BrDale,122500
6,958,2.0,1078.0,1976,2,1976,1,NPkVill,128000
6,1548,2.0,804.0,1976,2,1976,1,NPkVill,155000
7,1055,1.0,1061.0,1978,2,1978,0,NPkVill,142500
5,988,1.0,988.0,1966,1,1966,0,NAmes,129250
9,1816,3.0,1790.0,2006,2,2007,1,NridgHt,356000
9,1828,3.0,1822.0,2007,2,2007,1,NridgHt,314813
8,1694,3.0,1694.0,2007,2,2007,0,NridgHt,318000
8,1694,3.0,1694.0,2006,2,2007,1,NridgHt,322400
8,1734,3.0,1734.0,2007,2,2007,1,NridgHt,318000
8,2122,3.0,2108.0,2007,2,2007,1,NridgHt,345474
9,2121,3.0,2121.0,2006,2,2007,1,NridgHt,415298
9,2656,3.0,1934.0,2007,2,2007,1,NridgHt,492000
8,2550,3.0,1108.0,2006,2,2007,1,NridgHt,338931
10,2046,3.0,1994.0,2005,2,2006,2,NridgHt,450000
7,2172,3.0,1063.0,2006,2,2006,1,NridgHt,280000
9,2552,3.0,2552.0,2007,2,2007,2,NridgHt,479069
8,1973,3.0,1935.0,2006,2,2006,1,NridgHt,395000
9,2643,3.0,2153.0,2006,2,2006,1,NridgHt,380000
8,1634,3.0,1626.0,2006,2,2006,1,NridgHt,250000
8,1976,3.0,1976.0,2006,2,2007,1,NridgHt,440000
9,2758,3.0,1704.0,2005,2,2006,1,NridgHt,418000
10,2290,3.0,2320.0,2007,2,2007,1,NridgHt,500067
8,2152,2.0,1582.0,2007,2,2008,1,NridgHt,260116
8,2473,3.0,1143.0,2004,2,2005,1,NridgHt,317000
8,2100,3.0,918.0,2007,2,2007,2,NridgHt,319500
8,2161,3.0,1582.0,2007,1,2007,1,NridgHt,325624
9,1802,3.0,1802.0,2006,2,2006,1,NridgHt,372000
8,2956,3.0,1706.0,2004,2,2004,1,NridgHt,342000
8,2468,3.0,1136.0,2004,2,2004,1,NridgHt,354000
8,2385,3.0,1317.0,2003,2,2003,1,NridgHt,350000
8,2374,3.0,1181.0,2003,2,2004,1,NridgHt,285000
8,1818,3.0,895.0,2007,2,2007,1,NridgHt,281500
7,1614,3.0,1614.0,2005,2,2006,0,NridgHt,245700
8,1721,2.0,1721.0,2005,2,2005,0,NridgHt,232698
8,1828,3.0,1298.0,2006,2,2007,0,NridgHt,250000
6,1362,2.0,1362.0,2005,2,2006,1,NridgHt,194700
6,1302,2.0,1302.0,2005,1,2006,1,NridgHt,204000
6,1302,2.0,1302.0,2005,1,2006,1,NridgHt,200000
6,1362,2.0,1362.0,2005,2,2006,1,NridgHt,207000
8,1554,2.0,1554.0,2006,2,2006,1,NridgHt,209500
8,1554,2.0,1554.0,2006,2,2006,1,NridgHt,209500
8,1370,2.0,1370.0,2006,2,2006,1,NridgHt,202500
9,1577,2.0,1577.0,2005,2,2005,1,NridgHt,280000
9,1561,2.0,1561.0,2005,2,2005,1,NridgHt,277500
9,1869,2.0,1869.0,2007,2,2007,1,NridgHt,318061
8,1324,2.0,1324.0,2006,2,2006,1,NridgHt,221370
7,1405,2.0,1405.0,2003,2,2003,1,NridgHt,200000
6,1496,2.0,768.0,2007,3,2007,0,Gilbert,181755
6,1536,2.0,768.0,2005,2,2006,1,Gilbert,176000
6,1484,2.0,783.0,2005,2,2007,1,Gilbert,178900
7,1458,2.0,608.0,2006,2,2007,0,Gilbert,168165
6,1495,2.0,738.0,2006,2,2006,1,Gilbert,171925
6,1746,3.0,698.0,2006,2,2007,1,Gilbert,198444
6,1326,2.0,1326.0,2005,2,2005,0,Gilbert,203000
7,1456,2.0,728.0,2007,2,2007,1,Gilbert,179540
7,1302,2.0,1302.0,2007,2,2007,0,Gilbert,176485
7,1340,2.0,1340.0,2007,2,2007,0,Gilbert,181134
6,1412,2.0,616.0,2006,2,2007,1,Gilbert,156932
6,1504,2.0,752.0,2007,2,2007,0,Gilbert,166000
7,1456,2.0,728.0,2007,2,2007,0,Gilbert,177594
